reviewText,pos_score,neg_score,sentiment
neither charger worked ipod house ipod touch iphone ipod classicsit experience offbrand charger sometimes actually charging even though charge light light sometimes item work wiggle connection throw salt shoulder attempting get work nothing made worki left item connected hour find ipod charged didnt,0.0,0.041,1
juice pack air nice little battery relativly slim easier use phone battery stick bottom really kill cell reception though yknow else kill cell reception dead battery,0.137,0.349,1
satisfied cost quality timely delivery product like one vehicle afford price,0.371,0.0,0
got mom shell never get one typical mom lol love,0.467,0.0,0
beware tracfone regret amazon wont let give star got phone wife aunt last december year trying get working still cannot receive call call one call tracfone support useless generally marginally speaks english also cannot manage phone minute line call give digit phone show almost anything letting one die unit left basically useless coverage isnt good either care cant receive call anyway got better option doubt many worse one,0.084,0.263,1
love skin slim light protects phone well dropped already time phone survived problem still look like brand new,0.495,0.093,0
last bluetooth device owned poor reception sound quality device clear enough hear car window would recommend anyone great ear piece,0.325,0.11,0
bad let see long last mint condition deff get want bad buck,0.075,0.405,1
worked fine pulled socket broke may happened socket needed lubrication,0.143,0.222,1
best bluetooth owned performance importantly fit comfortable ear inside ear could keep hour even remember sound quality feature excellent worked advertised used various phone used every day year started break hinge used stuff purse without special case protection surprised finally gave see product sold lot dont think paid great deal great value see sale would buy,0.27,0.118,0
dont much say beyond whats already saidi would like point notification noisesplayed headphone loud hurt ear every time turn maybe month everyday use hearing degrade point doesnt hurt anymore certainly hope solution ive able find far hold away ear turning annoying,0.14,0.262,1
large size work nexus still test phone case charge without casei update review continue testing get star size nowthe blue light illuminates indicating charging phone nothing else special supposed,0.0,0.075,1
battery worked described made handling phone awkward overall longer battery life youre looking buy product fast delivery,0.0,0.091,1
phone bought original two trip europe problem screen losing sensitivity located recycled one dropping carrier one day worth battery normal use screen also pretty small aside problem small light wifi gps hard use without wifi connection decent camera use phone trip england order train ticket wifi laptop failed use phone mainly backup car tmobile gold card chip cost renew year keep number keep turned battery lasted least month without degradation cost best deal better deal utility,0.152,0.17,1
got time need blackberry functional near charger hadnt tried yet hurricane irene decided pay visit unit charged power went saturday next day power restored phone going wanted shut functioning conserve left battery life attached adaptor bought time hour battery life could keep going normally till opportunity normal charge office later evening itd understatement say pleased,0.132,0.052,0
international kill watt electricity usage monitor got look pc wattage usage unfortunately didt check make sure go amp didnt help much check thing work say,0.07,0.287,1
case work great accidentally dropped iphone case day iphone damaged landing desk work without case screen could crackedmy complaint plastic covering go proximity sensor already scratched open packaging maybe got one returned,0.104,0.189,1
month usage broken today expect simple usb cable shouldnt last short time,0.0,0.22,1
difficult find bluetooth headset work well palm treo one good quality sound cut,0.269,0.247,0
work perfectly fine cant even notice difference unless hold real apple charger next one even slight darker color product,0.261,0.0,0
got battery last year dad said got amazon three fifty worked mint fixed phone issue except ringer though fault att doesnt support feature motorolla phone also bought amazon phone cutting low batt warning batter lasting week approx new get day two needing recharge still make least three normal call hold push call important enter leave message etc thats fifteen minute call new battery got get full week full charge unplugged three hour one five minute phone call red battery dead make sense charged yesterday havent call made still show three bar seventeen hour later contacted company let know dy quickly one call said needed phone number info sent checked second email day sent said sorry mass volume business replacement already sent dont know wanted number lol come work fine ill say five quality five customer service notesfplanets ipod replacement headphone serious issue right sided one side tinny couldnt send good pair twice gave two buck ill ware hat keep rightees tiny one work sound funny one side anyway doesnt work one sent ill give two guess good quick customer service use old battery least get three good phone call remember got cheap replacement phone get phone needed dont want pay full retail new factory plasic battery plus guess ive got one phone call battery new one well see despite inconvenience may carry back certain scenario able make one last call say hate though nice stuff worked fine first one ordered gonna talk dad check amazon record find bought order one replacement doesnt work tired extra heaphones battery especially faulty though well see guy like planet ill repost let know happened review always long give almost detail,0.113,0.146,1
fishing used identical brand name dry pak loaned friend kwik tek said identical good bit cheaper waterproof mudproof protection iphone ive used fishing working outside damp muddy condition padding provides additional protection drop bump float device especially leave air inside except camera phone apps fully functional although prefer remove talking lanyard provides bit extra security havent yet needed kayaking us assure inside totally dry good idea prop open air drop one silica pack guess could get protection baggie low price kwik tek cheap insurance phone priceless data,0.139,0.078,0
first thought amazing product long run youll wish regular nonsmart phone back processing power droid weak capability fail enjoyed dont count phone record save photo video every picture video become corrupted lot people say bad ive replaced problem persistedconstantly slow lagging locking freezing youll get phone first call thing froze could make call seriously smartphone couldnt make simple phone service nothing working background way get respond real hard resent opening back panel remove battery put backforget wait cheaper get something elsei assume thats motorola release droid cause original one weak processingalso mentioned tradition know several people original droid mentioned quickly quality diminish better newer technology advancement google problem phone youll noticed smartphone deteriating problem camera,0.141,0.2,1
gift brother iphone love far problem phone turn mirror finish protects screen real well problem using touch screen say normal lighting darkens screen slightly one side see screen happy product like better clear one,0.441,0.103,0
need trackball stop spinning certain direction cause lint whatever actually easy install expensive,0.291,0.128,0
looking frill car speaker use blackberry tour easily portable different car easy use good sound quality speaking listening trickpairing tour quick effortless using breeze hit phone button receive call speed dial button dial frequently called number voice activated calling also work though tend use thatthis small unit clip unobtrusively easily visor easy installation removal people call say voice clearer using headset also hear clearlylet address critique mentioned review none deter buying unit charger cigarette lighter charger micro usb plug one end true lot gadget buy power electronic gadget via usb cable outlet several one favorite tekkeon use unit well ipod touch tour slacker galso usb amale minib cable cost dollar amazon charge unit via usb port computer power switch tiny true really difficult turn shuts automatically minute paired phone happens leave car get far enough away flashing blue light indicate unit connected phone tour also flashing blue light connected speaker true bother put piece black electrical tape though would cover completely charge unit tell charging light turn red blue indicate full charge unit automatically turn sync phone get car true really big deal turn onbottom line unit cost le half sale price fancy blue tooth headset easier clearer use addition since pairing phone required use multiple phone though obviously time handy wife want borrow occasional use adjustment unit volume looking plain vanilla unit recommend thisupdate april place unit next center console connect via usb cable charging unit console use electronic gadget keep unit charged time sound quality still fine made test call home answering machine also like unit visible visor lest someone mistake gps break car steal,0.145,0.046,0
cheap item pay theyre store never worked day one even enough paperweight,0.0,0.113,1
see get perfect like small thing work perfect using work good like itbecause air vent,0.605,0.0,0
personally think case goodmy problem dont like thick captivate case snapped onto itthe problem price hundred time cheaper mean eight cent got mine eight buck hahait still decent case though,0.0,0.218,1
didnt fit properly sonata tend think design flaw car unit charger seems work fine friend maximum gave,0.237,0.1,0
everyone else say sound clear comfortable sound crystal clear people listening sound better phone,0.533,0.0,0
nicelooking product seems like would liked butmy unit electrical problem connected two portable external hard drive one powered external hard drive printer external dvdrw drive mouse keyboard plugged infirst noticed mouse didnt work unplugged plugged another one thats strange one doesnt work either thought hmmm whats smell turn smell hard drive frying figured unplugged everything waitedafter hour figured everything would cooled started testing device one portable external drive still sort work see file structure copying attempt fail powered external hard drive mostly worked couple day quit one portable hard drive never worked optical drive still work occasionally typically wont boot occasionally printer work mouse never worked keyboard fine everythings tested different system linux systemthe worst part redundant data storage lost everything,0.039,0.169,1
use audi placing suction cup windshield plastic piece right front car control screen regressed front console enough room full cup sit front screen right still full view bendable arm good allows put phone right spot fairly strong arm pretty compressed stretched outas others mention surface clean another trick use apply little water spit work suction cup enough moisten putting surface creates adhesion stay putthe thing aware really cant adjust arm much suctioned pop least plastic surface sure windshield far driving holding galaxy phone sturdy wish version shorter bendable arm could find one bendable somewhat adjustableoverall good product recommend,0.216,0.011,0
bought three didnt work right package kinda expected based review thats bought first place,0.0,0.0,0
charger stopped charging time charge connector loose got use time,0.0,0.344,1
got cable old one worn starting fail since getting cable found worked like even seemed hold bit better didnt soft rubber apple us cable,0.174,0.183,1
bluetooth work well others lot static noise minimal noise also fit well earonly thing dont like outside reason wind interfears reception cant hear person talking cant hear work great indoors though would recommend,0.221,0.13,0
bought battery got phone poor life figured brand new one thing would better life worse,0.137,0.294,1
sure many bad review ive never problem screen protector like pack dirt cheap allows screw twice application necessary,0.268,0.277,1
great gave love,0.892,0.0,0
sister bought case phone many decided use since never satisfied case anywhere make cosmetic adjustment case color inner circle camera lens stick back pink hue would picture used flash colored black permanent marker next thing think kind difficult get also piece pink rubber block camera lens front youll always like pink bar bottomi also cut plastic covering bottom headphone jack thought unnecessary,0.082,0.137,1
one first bluetooth headset purchased amazon didnt know enough didnt read whole description assumed getting brand new item didnt clean came plastic bag charger ear gel big ear hour use ear started hurting tried different thing finally stop using itit sounded good people hearing clear fact hurt ear deal breaker,0.119,0.174,1
tried various function phone seems work everything need dont like round prong power plug adapter since lived shanghai past several year think user interface simply horrible use various function needlessly buried layer senseless option try make call company say press english spanish etc press hold touch screen area called unlock press another area get touch screen numeral pad time get point number called asking want repeat option microprocessor phone must slowest earth everything slow counterintuitive get upset everytime use text mode use layout digital phone didnt option qwerty keyboard beyond logic pressing every button twice three time could full keyboard layout option try guess word spelling good phone usable frustrating use opinion tried give brother returned saying worst user interface world wouldnt take even paid money,0.04,0.11,1
dont waste money work get quickly break andor mess phone try use plugged doesnt work try use computer transfer data like photo etc disappointed purchased since went cell phone micro usb charger mini usb charger seemed like waste throw old cord away knew taking risk looking review decided chance struck advice even gamble working,0.176,0.146,0
gave star cord waaaaaaay short work well charge phone quickly also wouldnt buy however,0.139,0.0,0
bought bluetooth earpiece sony ericsson couple year ago still going strong problem used extensively great kind handsfree wireless device one sits ear wayafter year use silicone part around earpiece seal earpiece ear come away plastic really big deal breaking away normal use ive never dropped abused way would expected last longer performance still good thoughit sit little precariously ear light wrap around ear lean much danger fall care must taken youre wearing even though one smaller wireless unit still heavy wearing hour battery life good charging easyif buying another one would look one sit securely ear would problem sticking brand,0.203,0.072,0
simply awesome best one ever sticking one motorola nokia samsung,0.509,0.0,0
many others said hold mophie perfect superior office mophie case belt clip doesnt break month leather came tip beltclip buy another onebut hey could bought paid oem mophie case turned piece junk,0.194,0.0,0
great price love light indicator work great dont notice difference charging speed normal wall plug charger,0.488,0.0,0
make incredible pretty bulky silicon get stretched doesnt easily slide pocket going look another case likely hard case,0.148,0.159,1
item recommended piggyback purchase purchased plantronics voyager pro bluetooth headset advertised desktop charging stand headset apparently base voyager charger old first voyager plantronics introduced owned lightyears ago technology time pro fit awkwardly tight fit base come charger although picture show cord attached desktop weight voyager pro charger fit jam base sit flat roll around desk stand vertically sum rather expensive paperweight advertises plantronics thanks nothing hope help save money,0.149,0.117,0
like headphone bought cheaper model sony earlier really wanted experience best bluetooth headphone sony make far really dont complaint sound quality nice much better openear style pair easily vtech home phone using phone call average acceptable block lot noise naturally even use mowing grass without cranking volume way hear mower range varies depending whether youre using talk phone listening music get good foot music little obstruction foot using phone couple room away telephonefor ive found perfect pair wireless headphone make sure read detailed review lot helpful info youll want know make investment easily satisfy buyer,0.314,0.024,0
easy replace broken screen iphone complicated thought would benice replacement,0.207,0.221,1
problem bought detail said would pair device time followed direction paired iphone turned turned headphone back paired ipad turned everything turned iphone ipad back finally headphone would connect device wanted able watch video ipad still answer phone could thatproblem happend decided try iphone listen music music sounded fine made phone call echo person end told sounded terrible tried restarting everything still problemproblem wearing hour ear killing uncomfortableneedless say returned day got,0.023,0.129,1
like case thing made worry thin section volume rocker held well like doesnt hurt ear talk phone like doesnt interfere text love doesnt add bulk phone still protects phone using case month meet requirement fit work good price great protects phone,0.429,0.102,0
bought least half dozen case think finally found favorite one may make stop looking something better feel phone protected case button work properly especially like matted back make phone feel sleek without case would recommend case friend,0.301,0.088,0
there doubt cover protect phone however mine always seemed run warmer degrading performance slightly case,0.217,0.285,1
let get reading review shopping new bluetooth headset ahead finishing reading next couple sentence buy plantronics voyager amazon review different headset used make hundred call type environment since really rate product curve currently better choice time thing doubt change one day stable ergonomic static free thing completely static free wireless product efficient battery usage comfortable somewhat subjective attribute bang buck satisfying use star rated bluetooth headset money buy really complain one thing sensitive microphone pick wind noise moderately windy condition spite noise cancelling technology certainly true every headset used probably true headset come,0.267,0.088,0
fit iphone weird especially design showing back plastic inside case didnt like felt phone,0.144,0.22,1
two charger bought others colleague weve rather impressed theyre reasonably wellbuilt work didnt quality control issue one reviewer battery terminal normally use sanyo eneloop rechargeable battery mine havent problem connection use charge pda personal motorola razr phone corporate blackberry thank god whoever decided finally standardize device miniusb connector seem take hr charge device long normally take theyre connected native chargersthese unit picky battery voltage battery partially discharged might see term battery usage using regular rechargables expect get one full charge phone battery high voltage requirement charger start therell still juice left aa good luck getting little chip inside charger wake upwhat would like change high lowvoltage cutoff chance youre using emergency situation power isnt available nearby time want every last ounce power even minute worth charging time charging tip detatchable easy lose longer cord would appreciated especially trying talk phone charge different battery door design current design solid bit challenging replace door changing batteriesoverall little gadget road warrior without shortcoming minor compared functionality provides,0.177,0.028,0
wanted try thisxtg solar battery chargerbecause look like versatile product compact slightly larger deck playing card offer multiple function according product description use solarpowered charger recharge internal nimh cell aaa direct sunlight use usbpowered charger recharge internal nimh cell usb port use usb power source recharge cell phone gadget internal cell use battery tester determine status nimh alkaline cell slotupon closer examination however function turn poorly implemented two solar panel small xcm even direct summer sunlight noon time panel perpendicular sun beam maximum charging current real life take two sunny day fully recharge pair mah cell put four cell charging time doubled case weatherresistant left open placed windshield car charging current dropped glass uvfiltered powered usb port two internal cell continuously charged problem charging done signal red led simply remains forever charging two cell unplug usb cable hour double four cell prevent overcharging internal battery used usb power source output generates limited max lower normal usb port use recharge motorola cell phone inadequate mypolaroid pmidc tablet example battery tester function partially useful testing alkaline cell terminal voltage load green led light signal full problem nimh cell lower operating voltage status always show orange even full chargeother annoyance noticed battery compartment extremely tight two pair cell electrically connected parallel mean slight difference battery voltage current flow stronger pair weaker pair power switch unit constantly drawing long internal battery inserted mean pair mah cell exhausted weeksin summary xtg solar charger yet another example jack trade master none advertised feature cannot implement one properly even current low price still consider poor value,0.056,0.102,1
love price length also great combined two thing like best definitely selling attraction lastly phone reject way others replacement cable bought extra share family,0.55,0.065,0
received worked probably first time zipper broke would use zipper twice day disappointed broke quickly guess get pay enexpensive material well,0.074,0.358,1
work well original apple cord cant tell difference complaint paid extra dollar one got good review think worth ordered seller cellular star,0.395,0.0,0
unfortunately return headset many others complain problem audio lost movement tried keeping cellphone close headset avail needle say theyre use keep entirely motionless,0.0,0.343,1
originally bought nokia phone since phone longer used ive used android phone worked expected,0.0,0.0,0
vender phone system wanted charge hundred dollar mechenism interface wireless headset system plantronics much le expensive work flawlessly easy install,0.207,0.0,0
like tip stylus better rubber tip stylus,0.519,0.0,0
head set work well sony phone complaint radio tuner feature phone doesnt work well product original plug come phone work better plug actually act antenna tuner aftermarket one doesnt hand antenna duty headphone part work fine use often enough,0.233,0.101,0
thing charge iphone crap might work ipod def didnt work phone,0.0,0.206,1
app show actual charging rate original cord samsung charge amp cord plugged charging block charge milli amp factory cord charge time faster get pay,0.083,0.156,1
plastic get little foggy sticky use workout phone hard get phone stick phone screen also hard push phone button especially swipe unlock function always stop take phone order operate annoying nicer model purchase,0.075,0.199,1
compact stylish comfortable currently one headset known work well htc mogul wear day never run charge sometimes even forget wearing lighweight comfortable amazon top pricing product could buy two pay full retail elsewhere sound clear end receiver end great product great value,0.425,0.055,0
brought new life great phone thats year old would recommend,0.452,0.0,0
put iphone wasnt able get brake hard get take long time dont like hate dont buy wont able get like iron melted masking tape thats hard get,0.094,0.219,1
iphone fit case disappointed looking forward using case phone,0.198,0.246,1
love work great never issue would buy million ifi needed,0.509,0.0,0
toy blast dont know people crashed drone crashed mine different way suffered single bent rotor shaft cost dollar fix foam indoor hull forgiving rotor cut one meet resistance mean drone drop like rock bump wall prop arent spinning hit ground lot le damage expensive part like motor also cut flip angle highfly indoors get hang damage bent rotor shaft happened took outside second flight crashed building instruction say operate away wifi could interfere arent lot place completely free wifi recommend flying right next wireless router either turn fly somewhere else interference happenanyone who flown aircraft know flying mean crash rebuild crash rebuild thats reality favor buy spare gear rotor extra screw start theyre cheap seem cheaper dont wait week get part drone recently developed problem connecting drone called tech support waiting line second rma repair replacement two minute maybe people experience early day launch right complaint part arent well stockedive never experienced uncontrolled ascent people wrote known issue people amazon elsewhere speculated firmware issue demonstrated issue ultrasonic altitude sensor becoming confused thing like tall grass bush etc sensor work brilliantly keeping drone foot constant height work also auto land drone height surface confuse there much except avoid one known cause problem also ever problem clear thinking hit emergency button cut rotor drone drop may get damaged wont fly away leaving sad tale woe tell amazon review people suggested parrot offer option future upgrade turn ultrasonic sensor may good option maximum flexibility sure good idea given much drone stability come ability maintain constant altitude testing battery life launched drone ascended height meter left minute battery ran low autolanded le foot took,0.144,0.176,1
thing long still work even suck sobbing time still work fine one issue highly recommend item,0.208,0.249,1
bought amazon alternate batter gps logger get job done cheap worth price,0.265,0.0,0
dont know got rubberized there nothing rubber hard plastic bad case hole isnt big enough plug charger widen hole little bit broke plastic still work real big phone case guy price wasnt bad investment nothing real fancy wont feed child make woman take top rescue nest baby kitten burning alder,0.107,0.159,1
simple stand lot going cheap especially compared iphone stand universal tied specific brand model unlikely become obsolete buy something new easy stash take even adjustable place rest phone rest holding phone different angelim taking away one star isnt quite strong enough quite wide enough bought use iphone plugged computer careful setting weight cord knock phone want move phone inch crabble buckle drop phone using touch screen phone sitting crabble delicate procedure,0.089,0.092,1
nothing special mean expect adapter adaptsyou pull hard might issue would fault gogood use lot keep one time connecting phone anyones working,0.0,0.251,1
dock nothing say iti use home desktop synccharge iphone computerthe bad thing need take iphone skin order use dockor dock seen,0.0,0.149,1
didnt even use complicated putting phone waste money,0.0,0.286,1
oem ordered bad great dealer quickly replaced two defective one two working cable,0.2,0.312,1
must phone executive professional look great buy great price blackberry oem recommended,0.526,0.0,0
tried jawbone found wasnt getting best call quality someone recommended discovery owned plantronics voyager good however amazed discovery call clear le people tell sound like sticking head wind tunnel also charging case come quite convenient would highly recommend discovery,0.309,0.066,0
product looking little delay delivery complain lot cheaper getting retail wait worth wait complain recommend,0.211,0.31,1
blackberry pearl ever since got charging huge hassle due faulty usb port thankfully discovered charging pod alternative way charge battery second placed phone charger signaled charge removing reinserting charger bad usb port time struggling get charge sit phone little pod fantastic,0.162,0.165,1
easy set use excellent sound quality light comfortable cant wrong price,0.64,0.0,0
boxwave dual holster samsung note worked perfectly second boxwave product ive purchased quality good,0.372,0.0,0
got pay got inexpensive wire fin work ipad use device work purchased,0.0,0.113,1
used twicethen didnt stand anymoreit cheep material like toyi wasted money,0.17,0.218,1
use itouch video ipod main purpose convenient portable battery backup electrical outlet isnt available fully charge minute selfcontained cable inch sit close computer unless using hub extension charged sat bag month needed use found still fully charged checking charge simple press button blue led light full chargeif use facetime would like convenience stand feature dock unfortunately block headphone jack itouch cant listen music charge battery timeit small lightweight wish came pouch connector fold unit still exposed vulnerable debris damage,0.057,0.169,1
tried ordering blackberry battery line turned fake knockoff fake knockoff work great,0.212,0.321,1
hard gauge sound quality never stay close enough ear thats due fact ear piece much large slip ear frequently made mistake buying two one gift husband keep falling ear although larger went back motorola bluetooths comfortable forget youre wearing,0.133,0.157,1
another amazonbasics iphone case isnt great lot bend glossy plastic feel youd better another type case slightly money,0.131,0.148,1
got wife worked month simply wouldnt come anymore idea save money get better quality headset thats opinion,0.289,0.0,0
really great case look feel amazing mention battery last many hour,0.477,0.0,0
one job rapidly charge device bought two vehicle one front seat rider another backseat driverswhy might ask well wife often need charge time dual usb input functionality take care front seat one back seat kid youve ever kid arguing one adapter plug back seat one available ahead get one let charge time trust money well spent make drive little enjoyable,0.189,0.043,0
phone got asap condition expecting happyi charged hour could wait boot could activate first call vzw customer service told meid reported loststolen crest fallen buyer remorse staring get pissed wrote seller told fact seller got back promptly told would take care hour seller contacted tell everything handled good back smart phone,0.139,0.167,1
use charge motorola bluetooth headset car plug right charger blackberry charge right,0.0,0.0,0
good long term phone get really warm charging instead original charger spend usd phone afford original charger stopped using couple time,0.351,0.069,0
prothis bluetooth headset work flawlessly iphone gif ever need reestablish connection phone hold button headset second till flashesworks well wear sunglass glass lack ear portion make comfortable glass kindsstays ear even running aroundthe case also battery charger great tend leave thing carthe battery seems last long timecalls sound nice clear people callconthe styling isnt everyone,0.249,0.052,0
exactly described work perfect using charger couldnt better motorola,0.282,0.184,0
second one lost first one got another one really work great phone issue ear bud hurt hour,0.182,0.237,1
one worthless item ive ever troubleshooting information manual work want opposed want charge doesnt seem last day without use whoever thought blue flashing light ear stylish get lobotomyi give bluetooth mostly nomo motoone star cant give lower vote,0.147,0.069,0
convenient charging stand docking putting phone clock mode charging double desktop clock phone fully charged however turn charger integrates current charger stand alone charger plug existing charger base unit merely let keep horizontal position use desktop clock,0.0,0.105,1
great idea low quailty lasted three month clip hold phone place broke rendering useless,0.188,0.353,1
someone never owned touch screen phone veritable bargain le couldnt resist getting initiate gsm service att liken going conventional flip phone touch screen putting someone stick shift car thats driven automatic last year munchkin sized owner manual worst ive ever misfortune try use meaningful index vague tutorial feature pictured icon manual small illegible sadly isnt yet online manual one may print outstilli think going really like phone naww update radio without wired headset good volume function including speakerphone whole bevy intriguing foofoo feature bluetooth wireless headset stereo capability music phone radio wired headset headseti able assign phone standard att minute plan rather prepaid plan strangely half att independent store said prepaid phone half problem using conventional plan sim card happy day conventional plan monthtomonth without contract thrilledill shoulder blame problem touch screen dont think userfriendly touch screen particularly compared gps unit learningthis prime lgs phone least initially favorable feedback user cell phone imho benefit quality made korea korean rather china opinioni find interesting initially stood lucky goldstar year either let life good sound western guessa good phone itaddenda disappointing quality arisen since initial report phone work blue tooth link big issue first phone ever wouldnt link even downloadable patch correct problem latest link software use addition voice recognition poor take three operation access function also apparently way enabling audio notification message received waiting least far able discern nearly worthless owner manual silliness owner manual page hold phone would phone antenna pointed shoulder touch antenna unnecessarily phone use gee shorted aforementioned antennamy wife absolutely hate phone bling bling feature radio etc dont get forced get conventional flip phone user friendly device placing phone call quickly without error every fourth time soaddenda throw towel phone squeeked day day satisfaction guarantee sold back att absolutely essential intellitouch link operational wife throw fence neighbor swimming pool using two barebones nokia really mean bare bone bluetooth connectivity fantastic theyre either referb brand new att like finding microsd capability limited internal memory thesell regain sanity move something similar little feature rich brand new phone try beat,0.113,0.114,1
however simple case good doesnt grip stand nothing visible make really want case overall simple job,0.243,0.0,0
fantastic headset use single device phone laptopskype etc better others tried fit sound qualityif high need switching multiple device however aware advertised fly switching device really work wellthe major shortcoming completely turn current device bluetooth radio switch another device make sense since button control disconnecting current devicedepending setup range nuisance major roadblock example setup use laptop skype call blackberry call may switch back forth regularly depending callingif want switch cell phone laptop complete turn cell phone bluetooth radio mean blackberry loses blutooth connection including bluetooth synching modem use want switch laptop blackberry either turn entire laptop doesnt bluetooth radio option remove device bluetooth profile completely mean reinstall scratch next timethere new version called claim bettermore option multiple device dont know limitation turn current device fixed however,0.1,0.017,0
bought artic red frost nexus love material case make strong hold phone hard rubbertype material case also cover part bezel enough damage screen laid screen cutout aligned perfectly two con hard press power button doesnt good grip although ease press volume button apply pressure power button maybe mistake creating week kind got used bother much always notice somewhat slippery back sorta make hold slippery speaking back back make phone look awesome transparent clearly read nexus back give phone good look grip severe issue level grip le case greatshield want put consumer consider another thing ill add look pretty cool sunlight see part actual phone case sunlight make mostly edge case glisten conclude sticking case look protection decent grip,0.217,0.151,0
product arrived quickly fit htc easy get complaint,0.429,0.175,0
say exactly supposed well,0.412,0.0,0
apple store buy actual iphone charger cheap one break easily pitiful time buy two could get real one,0.111,0.148,1
moved new office cube first floor old building entire area considered giant dead zone due high wireless head set activity used get signal att period bought item anxious try since received product long weekend thing get five bar kidding rediscovering iphone love dead zone negative think fact phone cradle time get signal fine move around phone work thank wilson,0.132,0.19,1
currently second charger first one lasted month still work doesnt stay well float charging charge extremely fast car charger price cant beat charger,0.0,0.076,1
product arrived time hazzel payment worked right box far problem using,0.0,0.213,1
dont buy defender case want small sleek big bulky also tough case work construction case depend ive broken lifeproof case far otterbox,0.052,0.234,1
ive put one phone hard hell put screen scratch residue sticker edge phone bubbling great thing didnt cut rather wouldnt bubble,0.205,0.208,1
glass fisheye defect doesnt affect useage noticable screen cheap quick fix,0.0,0.194,1
used headset nokia work great switching back forth easily telling either phone connect light crackling occasion active area terribly noticeable sound quality great indoors great thing comfort find wear day long even though smallest lightest headset,0.379,0.069,0
third replacement defective product ended battery give charge iphone,0.0,0.266,1
work intended although thing nothing special term look feel buy looking simple ear piece use phone,0.0,0.131,1
loved feature although screen really small internet browsing month normal use nokia began video problem video would dark display upside backwards show half screen half snow visible half reversed would fail hour magically resume normal operation sometimes powering repeatedly would bring back life without screen difficult operate warranty repair shipping equaled cost new iphone never spend much money phone moving part,0.087,0.09,1
work described bought washington trip since would using phone numerous picture negative top part hard slide broke soon using case still work slide careful putting back together charge battery case first phonevery useful trip would buy,0.143,0.179,1
cable bought help free using local cable service provider wanted,0.429,0.0,0
seem problem battery holding charge long battery came droid look concerned may oem battery,0.0,0.172,1
month ive held nokia purchased phone knowing slightly old compared newer model nokia phone available thought kind steeply priced time must add dismaydelight reader phone simply groundbreaking phone mankind ever held raised bar owing number feature offer absolute ease use delightnow techy like getting technical thing brief feature liked phonethe phone best keypad nokia phone offer dad nokia nokia nokia think keypad cell phone important thing constantly sending message calling people fiddling around phone believe say used fingered nokia phone best keypad look absolutely nonsensical complain tad bulky looking must admit best looking phone ever look static absolute conviction look like everything phone nokia brilliant java interface there whole lot thing phone besides reading book playing various java game variety software installed phone offer mmc card think certainly exciting feature upgraded mine mmc card via store unlimited number message take thousand picture video capacity problem build right phone sturdy ive dropped atleast dozen time recolletion still work good ever tough one unless wanna drive car isnt rugged phone ever gonna play aeroplane thisare youthe camera installed phone awesome click picture jpg format phone bluetooth device find extremely easy transfer pic forth display brightness phone quite extraordinary use bit color ensures get share animation icon phonebesides mentioned merit phone decent ear volume loudspeaker functionality great upgradibility play file phone simply downloading software freely available net neat log function help track incoming outgoing call easy waysthe handsfree provided phone useful talk phone driving wouldnt worth lifeanyhow demerit phonethe phone slow processor ear volume lower best ear volume among nokia variantsthe battery life phone day least one day excessive use video recording limited second upgrade there certain level trouble involvedoverall dont think ever upgrade phone purchased phone thought purchased popular phone around thought didnt please case putting aside common city dont think anymore satisfied make great phonedid mention note feature send note via bluetoothgee anyways enjoy work,0.264,0.05,0
really jam pull little force didnt like rough phone went bought better cable threw one away,0.155,0.098,0
cheap work thats important thing ive mine two year still working look pretty good,0.418,0.0,0
ive tried several different bluetooth headset motorola cardo ended returning giving away kept plantronics simply best ever tried hear static crack pop audio quality top caller comfortable doesnt flop around ear like headset movewhile plantronics may seem slightly larger headset mainly larger part go behind ear comfortable wear use light slip pocket bag easily bluetooth headsetthe plantronics come different size earbuds fit ear perfectly speaker go close ear unlike headset speaker rest outside ear really good getting high volume windynoisy environment also plantronics boom mic fold partway towards mouth way better headset mic way ear closer mic mouth better sound le background noise caller hear everyone ive talked using plantronics raved good sound especially compared crappy motorolas ive tried previouslythe voyager great battery life talking standby bluetooth range superbi effectively walk around condo room room talking phone yet cellphone remains computer deskit really go foot wall fact headset even remember pairing multiple device icing cakei really recommend headset money well spent ahead try others would educated guess end one eventually like didthere slightly misleading bit text instruction manual regard charging aware state led illuminate red charging illuminate blue done charging however actually blink red charging turn solid blue complete,0.237,0.026,0
bought two one failed year still going work fine cheap telling long last charge slower oem charger also,0.085,0.156,1
much say battery work expected hold charge popped wife old phone charged right handy know inexpensively phone probably end teenager,0.0,0.087,1
concerned battery would perform charge longer concerned work perfectly charger take awhile completely charge dead battery since battery thats nonfactor,0.157,0.171,1
expensive gadget one problem phone received call text like device useless,0.156,0.344,1
great product charger work well usb port plug wall computer,0.437,0.0,0
screen protecter great worked perfectlyhowever messed one sensor one detects close phone talkingthat negative,0.193,0.288,1
